,BasisOfRec,Binomial,CatalogNo,Citation,CollectID,Compiler,Data_sens,Dec_Lat,Dec_Long,Dist_comm,Event_Year,Origin,Presence,Seasonal,Sens_comm,SpatialRef,YrCompiled,recordedBy
3741,PRESERVED_SPECIMEN,Maytenus grisea,222811,GBIF,,Manuel Vargas,,8.98,-83.46,"Ladera Sur de Fila Retinta, al N de Palmar Norte, filas y laderas del cañon de la quebrada Benjamin. Cuenca Térraba-Sierpe.",1997.0,1,1,1,,WGS84,2019,"Hammel, Barry E."
3742,PRESERVED_SPECIMEN,Maytenus grisea,223699,GBIF,,Manuel Vargas,,8.98,-83.45,Fila Retinta. Quebrada Benjamín.,1996.0,1,1,1,,WGS84,2019,"Hammel, Barry E."
11644,PRESERVED_SPECIMEN,Maytenus grisea,1519283,GBIF,,Manuel Vargas,,8.983333,-83.466667,"fachada sur de Fila Retinta, al norte de Palmar Norte, filas y laderas del canon de la Quebrada Benjamin.",1997.0,1,1,1,,WGS84,2019,Barry Hammel; Reinaldo Aguilar
11645,PRESERVED_SPECIMEN,Maytenus grisea,1519279,GBIF,,Manuel Vargas,,8.983333,-83.466667,"fachada sur de Fila Retinta, al norte de Palmar Norte, filas y laderas del canon de la Quebrada Benjamin.",1997.0,1,1,1,,WGS84,2019,Barry Hammel; Reinaldo Aguilar
11647,PRESERVED_SPECIMEN,Maytenus grisea,1519284,GBIF,,Manuel Vargas,,8.983333,-83.466667,"fachada sur de Fila Retinta, al norte de Palmar Norte, filas y laderas del canon de la Quebrada Benjamin.",1997.0,1,1,1,,WGS84,2019,Barry Hammel; Reinaldo Aguilar
11648,PRESERVED_SPECIMEN,Maytenus grisea,1519280,GBIF,,Manuel Vargas,,8.983333,-83.466667,"fachada sur de Fila Retinta, al norte de Palmar Norte, filas y laderas del canon de la Quebrada Benjamin.",1997.0,1,1,1,,WGS84,2019,Barry Hammel; Reinaldo Aguilar
11653,PRESERVED_SPECIMEN,Maytenus grisea,1519281,GBIF,,Manuel Vargas,,8.983333,-83.466667,"fachada sur de Fila Retinta, al norte de Palmar Norte, filas y laderas del canon de la Quebrada Benjamin.",1997.0,1,1,1,,WGS84,2019,Barry Hammel; Reinaldo Aguilar
11655,PRESERVED_SPECIMEN,Maytenus grisea,1519282,GBIF,,Manuel Vargas,,8.983333,-83.466667,"fachada sur de Fila Retinta, al norte de Palmar Norte, filas y laderas del canon de la Quebrada Benjamin.",1997.0,1,1,1,,WGS84,2019,Barry Hammel; Reinaldo Aguilar
12391,PRESERVED_SPECIMEN,Maytenus grisea,1513514,GBIF,,Manuel Vargas,,8.984722,-83.455556,Fila Retinta.  Quebrada Benjamin.,1996.0,1,1,1,,WGS84,2019,Barry Hammel
45618,PRESERVED_SPECIMEN,Maytenus grisea,1222225,GBIF,Hammel 20296,Manuel Vargas,,8.984722,-83.455556,Valle del Térraba. Fila Retinta. Quebrada Benjamin.,1996.0,1,1,1,,WGS84,2019,Barry E. Hammel|Reinaldo Aguilar
45644,PRESERVED_SPECIMEN,Maytenus grisea,1222769,GBIF,Hammel 20862,Manuel Vargas,,8.98,-83.46,"Cuenca Térraba-Sierpa. Fachada sur de Fila Retinta, al norte de Palmer Norte, filas del canon de la Quebrada Benjamin.",1997.0,1,1,1,,WGS84,2019,Barry E. Hammel|Reinaldo Aguilar
47574,PRESERVED_SPECIMEN,Maytenus grisea,1411095,GBIF,Contreras 6944,Manuel Vargas,,16.08111,-89.35083,"La Cumbre, bordering Río Pusila. In high forest on top of rocky hill",1967.0,1,1,1,,WGS84,2019,Elias Contreras
