,BasisOfRec,Binomial,CatalogNo,Citation,CollectID,Compiler,Data_sens,Dec_Lat,Dec_Long,Dist_comm,Event_Year,Origin,Presence,Seasonal,Sens_comm,SpatialRef,YrCompiled,recordedBy
7551,PRESERVED_SPECIMEN,Ocotea producta,,GBIF,3906,Manuel Vargas,,10.0114,-83.9519,,1939.0,1,1,1,,WGS84,2019,A. F. Skutch
10443,PRESERVED_SPECIMEN,Ocotea producta,,GBIF,3906,Manuel Vargas,,10.0114,-83.9519,,1939.0,1,1,1,,WGS84,2019,A. F. Skutch
35323,PRESERVED_SPECIMEN,Ocotea producta,3160241,GBIF,Angulo Angulo 328,Manuel Vargas,,9.025,-82.96110999999999,P.I. La Amistad. Cordillera de Talamanca. Estación Pittier.,1993.0,1,1,1,,WGS84,2019,Luis Angulo
45728,PRESERVED_SPECIMEN,Ocotea producta,1232519,GBIF,Skutch 3906,Manuel Vargas,,9.371667,-83.660556,Vicinity of El General.,1939.0,1,1,1,,WGS84,2019,Alexander F. Skutch
