,BasisOfRec,Binomial,CatalogNo,Citation,CollectID,Compiler,Data_sens,Dec_Lat,Dec_Long,Dist_comm,Event_Year,Origin,Presence,Seasonal,Sens_comm,SpatialRef,YrCompiled,recordedBy
14019,PRESERVED_SPECIMEN,Guarea corticosa,1597718,GBIF,,Manuel Vargas,,8.625,-83.68055600000001,Los Planes. Bosque comunal La Gloria Sotobosque y charrales.,1991.0,1,1,1,,WGS84,2019,Geovanny Cordero
14022,PRESERVED_SPECIMEN,Guarea corticosa,1597733,GBIF,,Manuel Vargas,,8.675,-83.522222,Quebrada Banegas. Aguabuena.,1991.0,1,1,1,,WGS84,2019,Reinaldo Aguilar
14264,PRESERVED_SPECIMEN,Guarea corticosa,1603808,GBIF,,Manuel Vargas,,8.726526,-83.463101,Playa Isidora,1991.0,1,1,1,,WGS84,2019,Reinaldo Aguilar
21799,PRESERVED_SPECIMEN,Guarea corticosa,4112204,GBIF,,Manuel Vargas,,8.730278,-83.457778,"Rincón, Playa Isidora.",2003.0,1,1,1,,WGS84,2019,Alexánder Francisco Rodríguez González; H.H.C. Raaijmakers
21800,PRESERVED_SPECIMEN,Guarea corticosa,4112203,GBIF,,Manuel Vargas,,8.730278,-83.457778,"Rincón, Playa Isidora.",2003.0,1,1,1,,WGS84,2019,Alexánder Francisco Rodríguez González; H.H.C. Raaijmakers
23750,PRESERVED_SPECIMEN,Guarea corticosa,4374921,GBIF,,Manuel Vargas,,8.7325,-83.4525,"Reserva Forestal Golfo Dulce, Bahía Chal, entra del Edén,  finca del Estado.",2013.0,1,1,1,,WGS84,2019,Reinaldo Aguilar; Nelson A. Zamora Villalobos ; Soo-Yong Kim ; Guillermo Villalobos ; Alejandro Azofeifa Zúñiga ; D. Solorzano
23754,PRESERVED_SPECIMEN,Guarea corticosa,4374919,GBIF,,Manuel Vargas,,8.7325,-83.4525,"Reserva Forestal Golfo Dulce, Bahía Chal, entra del Edén,  finca del Estado.",2013.0,1,1,1,,WGS84,2019,Reinaldo Aguilar; Nelson A. Zamora Villalobos ; Soo-Yong Kim ; Guillermo Villalobos ; Alejandro Azofeifa Zúñiga ; D. Solorzano
23764,PRESERVED_SPECIMEN,Guarea corticosa,4374920,GBIF,,Manuel Vargas,,8.7325,-83.4525,"Reserva Forestal Golfo Dulce, Bahía Chal, entra del Edén,  finca del Estado.",2013.0,1,1,1,,WGS84,2019,Reinaldo Aguilar; Nelson A. Zamora Villalobos ; Soo-Yong Kim ; Guillermo Villalobos ; Alejandro Azofeifa Zúñiga ; D. Solorzano
46180,PRESERVED_SPECIMEN,Guarea corticosa,126008,GBIF,Aguilar Fernández 312,Manuel Vargas,,8.73,-83.44,Reserva Forestal Golfo Dulce Entrada a Chocuaco. Rincón.,1991.0,1,1,1,,WGS84,2019,Reinaldo Aguilar
46187,PRESERVED_SPECIMEN,Guarea corticosa,126024,GBIF,Aguilar Fernández 488,Manuel Vargas,,8.67,-83.52,Reserva Forestal Golfo Dulce Rincón de Osa. Quebrada Banegas.,1991.0,1,1,1,,WGS84,2019,Reinaldo Aguilar
46674,PRESERVED_SPECIMEN,Guarea corticosa,130288,GBIF,Cordero 253,Manuel Vargas,,8.62,-83.68,Parque Nacional Corcovado Los Planes. Bosque comunal La Gloria Sotobosque y charrales.,1991.0,1,1,1,,WGS84,2019,Geovanny Cordero
